IVE	1451485800	price	89.77
IVE	1451485800	bid	89.55
IVE	1451485800	ask	89.74
IVE	1451485826	price	89.74
IVE	1451485826	bid	89.68
IVE	1451485861	price	89.75
IVE	1451485861	bid	89.73
IVE	1451485861	ask	89.76
IVE	1451485865	price	89.73
IVE	1451485865	bid	89.71
IVE	1451485865	ask	89.77
IVE	1451485929	price	89.69
IVE	1451485929	bid	89.66
IVE	1451485929	ask	89.71
IVE	1451485956	price	89.66
IVE	1451485995	price	89.639
IVE	1451485995	bid	89.61
IVE	1451485995	ask	89.67
IVE	1451486056	price	89.6484
IVE	1451486119	price	89.66
IVE	1451486119	bid	89.64
IVE	1451486213	bid	89.66
IVE	1451486213	ask	89.71
IVE	1451486231	price	89.719
IVE	1451486231	bid	89.68
IVE	1451486231	ask	89.72
IVE	1451486253	price	89.68
IVE	1451486253	bid	89.67
IVE	1451486253	ask	89.7
IVE	1451486275	price	89.6862
IVE	1451486276	price	89.67
IVE	1451486316	price	89.6906
IVE	1451486316	price	89.67
IVE	1451486323	bid	89.66
IVE	1451486323	ask	89.68
IVE	1451486384	price	89.64
IVE	1451486384	bid	89.63
IVE	1451486384	ask	89.65
IVE	1451486446	price	89.66
IVE	1451486446	bid	89.64
IVE	1451486446	ask	89.67
IVE	1451486458	price	89.67
IVE	1451486467	price	89.68
IVE	1451486467	bid	89.68
IVE	1451486467	ask	89.69
IVE	1451486467	bid	89.67
IVE	1451486467	ask	89.68
IVE	1451486522	price	89.66
IVE	1451486522	bid	89.65
IVE	1451486522	ask	89.67
IVE	1451486533	bid	89.66
IVE	1451486533	bid	89.64
IVE	1451486533	ask	89.66
IVE	1451486560	price	89.67
IVE	1451486560	bid	89.65
IVE	1451486560	ask	89.67
IVE	1451486581	price	89.64
IVE	1451486581	bid	89.63
IVE	1451486581	ask	89.64
IVE	1451486581	price	89.63
IVE	1451486629	price	89.6
IVE	1451486629	bid	89.59
IVE	1451486629	ask	89.6
IVE	1451486633	price	89.59
IVE	1451486633	price	89.6
IVE	1451486635	price	89.59
IVE	1451486701	price	89.61
IVE	1451486701	bid	89.6
IVE	1451486701	ask	89.61
IVE	1451486710	price	89.6
IVE	1451486713	price	89.61
IVE	1451486713	bid	89.61
IVE	1451486713	ask	89.62
IVE	1451486730	price	89.62
IVE	1451486823	price	89.6706
IVE	1451486823	bid	89.65
